pagenation	region	hpatitisc-incidence	heptitisc-ir	heptitisc-death	heptitisc-dr	heptitisb-incidence	heptitisb-death	heptitisb-ir	heptitisb-dr	hepatitise-incidence	hepatitise-death	hepatitise-ir	hepatitise-dr	hepatitisa-incidence	hepatitisa-death	hepatitisa-ir	hepatitisa-dr	hepatitis-incidence	hepatitis-death	hepatitis-ir	hepatitis-dr	hepatitisun-incidence	hepatitisun-death	hepatitisun-ir	hepatitisun-dr
2013-09	西    藏	1	0.0325	0		94	0	3.052						31	0	1.0065		126	0	4.0909					
2014-09	内蒙古	448	1.7937	0		1599	0	6.4021		15	0	0.0601		33	0	0.1321		2102	0	8.416		7	0	0.028	
2014-08	湖北省	640	1.1036	0		5050	2	8.7084	0.0034	149	0	0.2569		82	0	0.1414		6137	2	10.5829	0.0034	216	0	0.3725	
2004-02	河北省	68	0.1	0		3875	1	5.6993	0.0015	121	0	0.178		156	0	0.2294		4527	1	6.6583	0.0015	307	0	0.4515	
2005-04	上海市	12	0.0676	0		578	0	3.254		89	0	0.501		40	0	0.2252		997	1	5.6128	0.0056	278	1	1.5651	0.0056
2012-01	建设兵团	136	5.2033	0		406	4	15.5334	0.153	2	0	0.0765		12	0	0.4591		560	4	21.4254	0.153	4	0	0.153	
2006-08	广    西	292	0.6266	4	0.0086	3067	3	6.5815	0.0064	18	0	0.0386		216	1	0.4635	0.0021	3821	10	8.1996	0.0215	228	2	0.4893	0.0043
2012-07	宁    夏	50	0.7819	0		581	0	9.0859		7	0	0.1095		15	0	0.2346		658	0	10.2901		5	0	0.0782	
2009-12	宁    夏	33	0.5449	0		511	1	8.4381	0.0165	1	0	0.0165		71	0	1.1724		622	1	10.2711	0.0165	6	0	0.0991	
2004-05	广西	173	0.3563	0		2753	4	5.6695	0.0082	7	0	0.0144		250	0	0.5148		3418	5	7.039	0.0103	235	1	0.484	0.0021
2016-01	吉林省	569	2.0673	1	0.0036	899	0	3.2663		21	0	0.0763		19	0	0.069		1520	1	5.5225	0.0036	12	0	0.0436	
2009-11	河南省	1875	1.9885	3	0.0032	10255	2	10.876	0.0021	24	0	0.0255		250	0	0.2651		12474	5	13.2294	0.0053	70	0	0.0742	
2004-01	湖南省	64	0.0958	0		1639	3	2.4539	0.0045	10	0	0.015		146	0	0.2186		2022	3	3.0273	0.0045	163	0	0.244	
2008-02	河南省	1332	1.4231	1	0.0011	12779	8	13.6528	0.0085	39	0	0.0417		285	0	0.3045		14547	10	15.5417	0.0107	112	1	0.1197	0.0011
2007-07	西    藏	1	0.0356	0		40	0	1.4235						23	0	0.8185		67	0	2.3844		3	0	0.1068	
2007-07	全    国	8192	0.6232	5	0.0004	105735	72	8.0439	0.0055	1571	5	0.1195	0.0004	7342	1	0.5585	0.0001	128723	89	9.7927	0.0068	5883	6	0.4476	0.0005
2014-07	新疆	927	4.094	0		3073	0	13.5715		37	0	0.1634		229	0	1.0114		4307	0	19.0213		41	0	0.1811	
2009-10	新疆	666	3.1256	1	0.0047	3047	3	14.2998	0.0141	25	0	0.1173		204	0	0.9574		3994	5	18.7442	0.0235	52	1	0.244	0.0047
2008-11	宁    夏	16	0.2623	0		724	0	11.8689		2	0	0.0328		151	0	2.4754		904	0	14.8197		11	0	0.1803	
2010-04	内蒙古	504	2.0809	0		2374	1	9.8015	0.0041	9	0	0.0372		25	0	0.1032		2938	1	12.1301	0.0041	26	0	0.1073	
2016-06	山东省	396	0.4045	0		4544	1	4.6417	0.001	75	0	0.0766		36	0	0.0368		5146	1	5.2567	0.001	92	0	0.094	
2011-07	江苏省	183	0.2326	0		1095	0	1.3921		288	0	0.3661		73	0	0.0928		1885	0	2.3964		246	0	0.3127	
2011-09	云南省	508	1.1052	0		1811	0	3.9398		63	0	0.1371		192	0	0.4177		2601	0	5.6585		27	0	0.0587	
2008-09	重庆市	126	0.4474	0		2075	1	7.3686	0.0036	12	0	0.0426		136	0	0.483		2446	1	8.6861	0.0036	97	0	0.3445	
2012-06	贵州省	221	0.6371	0		1718	1	4.9524	0.0029	21	0	0.0605		62	0	0.1787		2072	1	5.9729	0.0029	50	0	0.1441	
2013-08	河南省	2518	2.677	1	0.0011	5919	5	6.2928	0.0053	51	0	0.0542		78	0	0.0829		8629	6	9.1739	0.0064	63	0	0.067	
2004-07	天津市	26	0.2798	0		303	0	3.2606		55	0	0.5919		11	0	0.1184		519	0	5.585		124	0	1.3344	
2004-03	广东省	150	0.1886	0		3606	2	4.5334	0.0025	62	0	0.0779		185	0	0.2326		4382	2	5.509	0.0025	379	0	0.4765	
2014-12	全    国	16029	1.1828	9	0.0007	71140	31	5.2495	0.0023	2125	1	0.1568	0.0001	2467	1	0.182	0.0001	94063	42	6.9411	0.0031	2302	0	0.1699	
2006-04	福建省	48	0.1358	0		3113	1	8.8062	0.0028	65	0	0.1839		130	0	0.3678		3890	1	11.0043	0.0028	534	0	1.5106	
2008-11	山东省	109	0.1164	0		2457	2	2.623	0.0021	51	0	0.0544		33	0	0.0352		2816	5	3.0063	0.0053	166	3	0.1772	0.0032
2015-04	广    西	732	1.5398	1	0.0021	3421	1	7.196	0.0021	149	0	0.3134		67	0	0.1409		4530	2	9.5288	0.0042	161	0	0.3387	
2014-03	重庆市	276	0.9293	0		1689	1	5.6869	0.0034	107	0	0.3603		82	0	0.2761		2215	1	7.4579	0.0034	61	0	0.2054	
2015-05	河南省	2036	2.1577	0		5213	1	5.5246	0.0011	39	0	0.0413		33	0	0.035		7366	1	7.8063	0.0011	45	0	0.0477	
2005-01	甘肃省	224	0.8687	0		4192	2	16.2576	0.0078	10	0	0.0388		407	0	1.5784		4918	2	19.0732	0.0078	85	0	0.3297	
2016-02	云南省	669	1.4192	1	0.0021	1096	0	2.325		96	1	0.2037	0.0021	53	0	0.1124		1926	2	4.0858	0.0042	12	0	0.0255	
2014-09	北京市	68	0.3215	1	0.0047	115	4	0.5438	0.0189	31	0	0.1466		17	0	0.0804		233	5	1.1018	0.0236	2	0	0.0095	
2015-03	山西省	870	2.3849	0		4946	1	13.5583	0.0027	70	0	0.1919		112	0	0.307		6086	1	16.6833	0.0027	88	0	0.2412	
2004-08	辽宁省	204	0.49	0		1541	5	3.7017	0.012	273	1	0.6558	0.0024	251	0	0.6029		2569	6	6.171	0.0144	300	0	0.7206	
2012-05	青海省	155	2.728	0		1099	0	19.3427		9	0	0.1584		33	0	0.5808		1304	0	22.9508		8	0	0.1408	
2006-09	全    国	5989	0.458	13	0.001	87898	76	6.7223	0.0058	1042	2	0.0797	0.0002	5803	2	0.4438	0.0002	106043	99	8.11	0.0076	5311	6	0.4062	0.0005
2007-09	青海省	80	1.4599	0		1274	0	23.2483		2	0	0.0365		156	0	2.8467		1525	0	27.8286		13	0	0.2372	
2016-07	河南省	1740	1.844	1	0.0011	4801	2	5.088	0.0021	48	0	0.0509		20	0	0.0212		6643	3	7.0401	0.0032	32	0	0.0339	
2004-09	西藏					21	0	0.8041						30	0	1.1487		63	0	2.4123		12	0	0.4595	
2007-02	安徽省	57	0.0933	0		2988	4	4.8903	0.0065	154	0	0.252		153	0	0.2504		3573	5	5.8478	0.0082	221	1	0.3617	0.0016
2005-08	贵州省	33	0.0891	0		1765	0	4.7668		2	0	0.0054		362	1	0.9777	0.0027	2271	1	6.1334	0.0027	109	0	0.2944	
2006-03	山西省	255	0.7601	0		3371	3	10.0477	0.0089	18	0	0.0537		127	0	0.3785		3890	3	11.5946	0.0089	119	0	0.3547	
2015-10	河南省	1866	1.9775	0		4652	0	4.9301		45	0	0.0477		38	0	0.0403		6632	0	7.0284		31	0	0.0329	
2014-03	山西省	799	2.2012	0		4971	0	13.695		70	0	0.1928		112	0	0.3086		6041	0	16.6428		89	0	0.2452	
2015-01	江苏省	281	0.353	0		1263	0	1.5867		365	0	0.4585		61	0	0.0766		2176	1	2.7336	0.0013	206	1	0.2588	0.0013
2005-10	重庆市	50	0.1792	0		2788	2	9.9941	0.0072	5	0	0.0179		262	0	0.9392		3203	2	11.4818	0.0072	98	0	0.3513	
2014-03	河北省	779	1.0624	0		4923	2	6.7138	0.0027	101	0	0.1377		45	0	0.0614		5913	2	8.064	0.0027	65	0	0.0886	
2005-08	江苏省	109	0.1461	0		1720	1	2.3061	0.0013	146	0	0.1957		192	0	0.2574		2698	2	3.6173	0.0027	531	1	0.7119	0.0013
2015-11	青海省	169	2.8967	0		854	0	14.6378		1	0	0.0171		29	0	0.4971		1057	0	18.1173		4	0	0.0686	
2014-12	河北省	660	0.9001	0		4286	2	5.8451	0.0027	57	0	0.0777		51	0	0.0696		5109	2	6.9675	0.0027	55	0	0.075	
2006-10	建设兵团	45	1.7511	0		283	1	11.0127	0.0389	1	0	0.0389		27	0	1.0507		366	1	14.2426	0.0389	10	0	0.3891	
2015-09	广东省	1742	1.6244	1	0.0009	10922	1	10.1846	0.0009	212	1	0.1977	0.0009	145	0	0.1352		13173	3	12.2837	0.0028	152	0	0.1417	
2011-06	全    国	14565	1.0862	6	0.0004	90532	44	6.7515	0.0033	2118	1	0.158	0.0001	2676	1	0.1996	0.0001	113596	52	8.4716	0.0039	3705	0	0.2763	
2004-05	西藏	1	0.0383	0		31	0	1.187						29	0	1.1104		69	0	2.6421		8	0	0.3063	
2010-10	浙江省	196	0.3784	0		2881	1	5.5618	0.0019	115	1	0.222	0.0019	66	0	0.1274		3553	2	6.8591	0.0039	295	0	0.5695	
2015-12	上海市	151	0.6225	0		673	2	2.7745	0.0082	67	0	0.2762		19	0	0.0783		927	2	3.8216	0.0082	17	0	0.0701	
2010-04	浙江省	165	0.3185	0		2693	0	5.1988		219	0	0.4228		36	0	0.0695		3405	0	6.5734		292	0	0.5637	
2013-09	广东省	1635	1.5433	0		11513	7	10.8675	0.0066	210	0	0.1982		145	0	0.1369		13732	7	12.9621	0.0066	229	0	0.2162	
2008-08	上海市	28	0.1507	0		522	2	2.8095	0.0108	24	1	0.1292	0.0054	24	0	0.1292		644	3	3.4661	0.0161	46	0	0.2476	
2013-07	河北省	540	0.741	0		4723	3	6.481	0.0041	61	0	0.0837		51	0	0.07		5430	3	7.4511	0.0041	55	0	0.0755	
2006-02	宁    夏	15	0.2517	0		848	1	14.2282	0.0168	4	0	0.0671		45	0	0.755		931	1	15.6208	0.0168	19	0	0.3188	
2009-03	辽宁省	558	1.2933	0		2880	0	6.6749		192	0	0.445		159	0	0.3685		4054	0	9.3958		265	0	0.6142	
2007-02	云南省	177	0.3948	0		1551	1	3.4597	0.0022	27	0	0.0602		282	0	0.629		2092	1	4.6665	0.0022	55	0	0.1227	
2008-12	云南省	244	0.5405	0		1163	0	2.5764		26	0	0.0576		164	0	0.3633		1638	0	3.6287		41	0	0.0908	
2011-01	贵州省	257	0.7396	0		1638	3	4.7141	0.0086	23	0	0.0662		72	1	0.2072	0.0029	2038	4	5.8653	0.0115	48	0	0.1381	
2011-01	青海省	124	2.2038	0		1122	0	19.9406		1	0	0.0178		43	0	0.7642		1303	0	23.1574		13	0	0.231	
2013-01	重庆市	346	1.1749	0		2386	3	8.1019	0.0102	83	0	0.2818		63	0	0.2139		2940	3	9.983	0.0102	62	0	0.2105	
2011-05	内蒙古	485	1.9631	0		2201	0	8.9086		11	0	0.0445		32	0	0.1295		2744	0	11.1065		15	0	0.0607	
2006-11	河南省	1060	1.1301	1	0.0011	11668	2	12.4392	0.0021	19	0	0.0203		467	0	0.4979		13387	3	14.2719	0.0032	173	0	0.1844	
2006-08	贵州省	80	0.2145	0		2437	0	6.5335		5	0	0.0134		513	1	1.3753	0.0027	3155	1	8.4584	0.0027	120	0	0.3217	
2012-08	上海市	112	0.4771	0		953	2	4.0597	0.0085	25	0	0.1065		15	0	0.0639		1129	2	4.8095	0.0085	24	0	0.1022	
2015-07	吉林省	547	1.9874	0		907	0	3.2953		20	0	0.0727		25	0	0.0908		1523	0	5.5334		24	0	0.0872	
2010-04	河北省	368	0.5231	0		4160	3	5.9138	0.0043	100	0	0.1422		65	0	0.0924		4770	3	6.781	0.0043	77	0	0.1095	
2015-11	西    藏	3	0.0945	0		259	0	8.1562		1	0	0.0315		18	0	0.5668		282	0	8.8805		1	0	0.0315	
2008-12	内蒙古	284	1.1809	0		2577	1	10.7152	0.0042	6	0	0.0249		64	0	0.2661		2963	1	12.3202	0.0042	32	0	0.1331	
2013-10	陕西省	551	1.4681	0		2019	0	5.3796		12	0	0.032		35	0	0.0933		2655	0	7.0742		38	0	0.1012	
2008-09	安徽省	107	0.1749	0		2534	3	4.1419	0.0049	42	0	0.0686		99	0	0.1618		3007	3	4.915	0.0049	225	0	0.3678	
2005-01	建设兵团	36	1.4161	0		314	0	12.3517						47	0	1.8488		407	0	16.0099		10	0	0.3934	
2005-04	江苏省	146	0.1957	0		1955	3	2.6212	0.004	266	0	0.3566		302	0	0.4049		3404	4	4.5639	0.0054	735	1	0.9855	0.0013
2012-07	上海市	116	0.4942	0		891	2	3.7956	0.0085	27	0	0.115		9	0	0.0383		1057	2	4.5027	0.0085	14	0	0.0596	
2012-03	重庆市	212	0.7263	0		1642	1	5.6252	0.0034	64	0	0.2193		91	0	0.3118		2071	1	7.0949	0.0034	62	0	0.2124	
2014-03	西    藏	5	0.1602	0		96	0	3.0765						21	0	0.673		124	0	3.9738		2	0	0.0641	
2010-09	湖南省	440	0.6869	0		3042	0	4.7487		35	0	0.0546		79	0	0.1233		3724	0	5.8133		128	0	0.1998	
2015-09	贵州省	358	1.0205	0		1650	0	4.7035		30	0	0.0855		39	0	0.1112		2097	0	5.9777		20	0	0.057	
2006-02	天津市	53	0.5081	0		474	0	4.5446		41	0	0.3931		9	0	0.0863		641	0	6.1457		64	0	0.6136	
2006-05	河南省	1028	1.0959	2	0.0021	12629	8	13.4638	0.0085	29	0	0.0309		350	0	0.3731		14183	10	15.1205	0.0107	147	0	0.1567	
2007-11	辽宁省	364	0.8523	0		2530	3	5.9237	0.007	149	0	0.3489		76	0	0.1779		3330	5	7.7968	0.0117	211	2	0.494	0.0047
2004-09	新疆	97	0.5214	0		1469	3	7.8961	0.0161	6	0	0.0323		438	0	2.3543		2172	3	11.6748	0.0161	162	0	0.8708	
2004-07	云南省	87	0.1998	0		1263	2	2.9005	0.0046	29	0	0.0666		592	1	1.3596	0.0023	2082	3	4.7814	0.0069	111	0	0.2549	
2010-09	陕西省	370	0.9809	0		2048	0	5.4295		16	0	0.0424		61	0	0.1617		2563	0	6.7948		68	0	0.1803	
2008-03	浙江省	165	0.3261	0		3250	0	6.4229		324	0	0.6403		186	0	0.3676		4383	0	8.6621		458	0	0.9051	
2012-02	广东省	2104	2.0029	2	0.0019	12502	10	11.901	0.0095	347	1	0.3303	0.001	133	0	0.1266		15465	13	14.7216	0.0124	379	0	0.3608	
2004-12	山西省	138	0.4164	1	0.003	1368	0	4.1276		11	0	0.0332		94	0	0.2836		1698	1	5.1233	0.003	87	0	0.2625	
2013-09	四川省	686	0.8494	1	0.0012	3348	1	4.1455	0.0012	64	0	0.0792		433	0	0.5361		4653	2	5.7614	0.0025	122	0	0.1511	
2015-05	建设兵团	60	2.1955	0		199	0	7.2817		3	0	0.1098		12	0	0.4391		276	0	10.0993		2	0	0.0732	
2012-07	云南省	609	1.315	1	0.0022	2258	1	4.8758	0.0022	101	0	0.2181		150	0	0.3239		3143	2	6.7869	0.0043	25	0	0.054	
2008-10	江苏省	153	0.2007	0		1344	3	1.7626	0.0039	159	0	0.2085		136	0	0.1784		2140	3	2.8066	0.0039	348	0	0.4564	
2005-09	山东省	88	0.0957	0		3061	2	3.3292	0.0022	40	0	0.0435		84	0	0.0914		3497	2	3.8034	0.0022	224	0	0.2436	
2009-12	山西省	382	1.12	0		3030	0	8.884		11	0	0.0323		44	0	0.129		3566	0	10.4556		99	0	0.2903	
2008-05	湖南省	296	0.4658	0		3633	1	5.7168	0.0016	33	0	0.0519		132	0	0.2077		4300	1	6.7663	0.0016	206	0	0.3242	
2011-12	河北省	447	0.6221	0		4230	0	5.8869		70	0	0.0974		53	0	0.0738		4852	0	6.7525		52	0	0.0724	
2011-06	重庆市	221	0.7661	0		1523	1	5.2797	0.0035	64	0	0.2219		137	0	0.4749		2022	1	7.0096	0.0035	77	0	0.2669	
2010-06	吉林省	705	2.5734	0		1488	1	5.4315	0.0037	22	0	0.0803		33	0	0.1205		2313	1	8.443	0.0037	65	0	0.2373	
2011-03	湖北省	598	1.0448	0		6789	4	11.8611	0.007	302	0	0.5276		120	0	0.2097		8105	4	14.1602	0.007	296	0	0.5171	
2009-02	浙江省	130	0.2539	0		3094	2	6.043	0.0039	314	0	0.6133		84	0	0.1641		3970	2	7.7539	0.0039	348	0	0.6797	
2010-08	青海省	93	1.6688	0		1037	1	18.6075	0.0179	1	0	0.0179		49	0	0.8792		1187	1	21.299	0.0179	7	0	0.1256	
2014-11	新疆	913	4.0322	1	0.0044	2814	0	12.4277		28	0	0.1237		1099	0	4.8536		4948	1	21.8522	0.0044	94	0	0.4151	
2005-05	天津市	39	0.3745	0		385	0	3.6965		32	0	0.3072		14	0	0.1344		585	0	5.6168		115	0	1.1042	
2012-07	山东省	264	0.2739	0		3169	4	3.2883	0.0042	73	1	0.0757	0.001	39	0	0.0405		3688	5	3.8268	0.0052	143	0	0.1484	
2014-08	重庆市	272	0.9158	0		1399	1	4.7104	0.0034	72	0	0.2424		110	0	0.3704		1891	1	6.367	0.0034	38	0	0.1279	
2005-05	江西省	72	0.1683	0		3211	5	7.5067	0.0117	17	0	0.0397		393	0	0.9188		3945	5	9.2227	0.0117	252	0	0.5891	
2016-08	北京市	51	0.237	1	0.0046	142	15	0.66	0.0697	16	0	0.0744		8	0	0.0372		220	16	1.0225	0.0744	3	0	0.0139	
2004-12	湖南省	39	0.0584	0		598	2	0.8953	0.003	2	0	0.003		59	0	0.0883		761	3	1.1393	0.0045	63	1	0.0943	0.0015
2008-09	北京市	107	0.6552	0		307	5	1.88	0.0306	24	0	0.147		17	0	0.1041		475	5	2.9087	0.0306	20	0	0.1225	
2012-10	重庆市	219	0.7503	1	0.0034	1412	2	4.8373	0.0069	40	0	0.137		61	0	0.209		1776	3	6.0843	0.0103	44	0	0.1507	
2006-05	浙江省	95	0.194	1	0.002	3684	3	7.5214	0.0061	193	1	0.394	0.002	144	0	0.294		4680	5	9.5549	0.0102	564	0	1.1515	
2010-08	宁    夏	30	0.4798	0		458	0	7.3256		2	0	0.032		34	0	0.5438		533	0	8.5252		9	0	0.144	
2010-05	甘肃省	697	2.6447	1	0.0038	4526	3	17.1735	0.0114	6	0	0.0228		174	0	0.6602		5457	4	20.706	0.0152	54	0	0.2049	
2014-07	云南省	762	1.6259	0		2316	0	4.9417		86	0	0.1835		125	0	0.2667		3315	0	7.0734		26	0	0.0555	
2008-10	安徽省	120	0.1961	0		2836	1	4.6355	0.0016	50	0	0.0817		107	0	0.1749		3324	1	5.4331	0.0016	211	0	0.3449	
2009-03	广东省	1126	1.1798	2	0.0021	11591	2	12.1448	0.0021	246	0	0.2578		199	0	0.2085		13494	4	14.1387	0.0042	332	0	0.3479	
2005-05	云南省	104	0.2356	0		1719	2	3.8938	0.0045	24	0	0.0544		422	1	0.9559	0.0023	2370	3	5.3684	0.0068	101	0	0.2288	
2011-07	北京市	105	0.5354	4	0.0204	236	11	1.2033	0.0561	28	3	0.1428	0.0153	8	0	0.0408		384	20	1.9579	0.102	7	2	0.0357	0.0102
2010-12	内蒙古	449	1.8538	1	0.0041	2193	0	9.0542		6	0	0.0248		22	0	0.0908		2682	1	11.0732	0.0041	12	0	0.0495	
2016-03	江西省	257	0.5658	0		3907	0	8.6016		90	0	0.1981		32	0	0.0705		4358	0	9.5946		72	0	0.1585	
2010-09	宁    夏	32	0.5118	0		377	0	6.03		1	0	0.016		19	0	0.3039		436	0	6.9737		7	0	0.112	
2008-09	全    国	8583	0.6496	3	0.0002	88814	58	6.7218	0.0044	1061	1	0.0803	0.0001	4399	0	0.3329		107345	70	8.1243	0.0053	4488	8	0.3397	0.0006
2013-06	广东省	1585	1.4961	1	0.0009	11267	6	10.6353	0.0057	179	0	0.169		125	0	0.118		13366	7	12.6166	0.0066	210	0	0.1982	
2014-01	甘肃省	816	3.1601	0		922	0	3.5706		9	0	0.0349		56	0	0.2169		1834	0	7.1025		31	0	0.1201	
2006-02	吉林省	316	1.1635	0		1259	1	4.6355	0.0037	42	0	0.1546		98	1	0.3608	0.0037	1851	2	6.8152	0.0074	136	0	0.5007	
2016-09	甘肃省	535	2.065	0		748	0	2.8872		10	0	0.0386		38	0	0.1467		1340	0	5.1722		9	0	0.0347	
2006-08	山西省	237	0.7064	1	0.003	3082	1	9.1863	0.003	8	0	0.0238		104	0	0.31		3562	2	10.617	0.006	131	0	0.3905	
2009-11	天津市	30	0.2551	0		167	0	1.4201		7	0	0.0595		1	0	0.0085		214	0	1.8197		9	0	0.0765	
2014-06	浙江省	214	0.3892	0		1216	0	2.2117		125	0	0.2274		42	0	0.0764		1743	0	3.1702		146	0	0.2656	
2013-07	安徽省	390	0.6513	0		2801	0	4.6777		130	0	0.2171		75	0	0.1253		3592	0	5.9987		196	0	0.3273	
2016-04	全    国	18104	1.3288	11	0.0008	79298	27	5.8202	0.002	2676	0	0.1964		1984	0	0.1456		104172	38	7.6458	0.0028	2074	0	0.1522	
2015-03	河北省	864	1.1701	0		5089	0	6.8922		78	0	0.1056		58	0	0.0786		6166	0	8.3508		77	0	0.1043	
2009-12	福建省	169	0.4652	0		3118	5	8.5834	0.0138	70	0	0.1927		73	0	0.201		3761	5	10.3535	0.0138	331	0	0.9112	
2010-05	辽宁省	589	1.3637	1	0.0023	2295	0	5.3137		91	0	0.2107		69	0	0.1598		3261	2	7.5504	0.0046	217	1	0.5024	0.0023
2007-10	甘肃省	314	1.2049	0		5124	4	19.6622	0.0153	10	0	0.0384		873	1	3.3499	0.0038	6432	5	24.6813	0.0192	111	0	0.4259	
2008-10	湖北省	313	0.5492	1	0.0018	6196	5	10.8721	0.0088	89	0	0.1562		150	0	0.2632		7073	6	12.411	0.0105	325	0	0.5703	
2008-05	山西省	421	1.2408	0		4097	2	12.0749	0.0059	13	0	0.0383		76	0	0.224		4708	2	13.8757	0.0059	101	0	0.2977	
2015-05	青海省	195	3.3424	0		696	0	11.9296		5	0	0.0857		16	0	0.2742		919	0	15.7519		7	0	0.12	
2012-08	宁    夏	61	0.9539	0		568	0	8.8826		4	0	0.0626		17	0	0.2659		655	0	10.2432		5	0	0.0782	
2005-11	西    藏					22	0	0.8026						25	0	0.912		53	0	1.9335		6	0	0.2189	
2005-11	河北省	169	0.2482	0		4656	3	6.8375	0.0044	55	0	0.0808		139	0	0.2041		5173	3	7.5967	0.0044	154	0	0.2262	
2016-09	陕西省	568	1.5046	0		1615	0	4.278		12	0	0.0318		30	0	0.0795		2244	0	5.9442		19	0	0.0503	
2009-12	吉林省	581	2.1251	0		1372	0	5.0183		25	0	0.0914		31	0	0.1134		2106	0	7.703		97	0	0.3548	
2005-12	青海省	29	0.5391	0		805	0	14.9657		1	0	0.0186		78	0	1.4501		930	0	17.2896		17	0	0.316	
2011-10	湖南省	633	0.9637	0		3629	4	5.525	0.0061	58	0	0.0883		79	0	0.1203		4537	4	6.9074	0.0061	138	0	0.2101	
2010-09	山东省	95	0.1003	0		1904	3	2.0105	0.0032	79	1	0.0834	0.0011	15	0	0.0158		2225	4	2.3495	0.0042	132	0	0.1394	
2015-03	湖北省	870	1.4959	0		6217	1	10.6895	0.0017	251	0	0.4316		72	0	0.1238		7590	1	13.0502	0.0017	180	0	0.3095	
2007-09	海南省	40	0.4785	0		544	0	6.5072		1	0	0.012		45	0	0.5383		668	0	7.9904		38	0	0.4545	
2011-01	江西省	177	0.3971	0		2727	2	6.1188	0.0045	59	0	0.1324		54	0	0.1212		3163	2	7.0971	0.0045	146	0	0.3276	
2015-11	广    西	695	1.4619	0		2844	2	5.9823	0.0042	101	0	0.2125		50	0	0.1052		3802	2	7.9975	0.0042	112	0	0.2356	
2015-03	青海省	170	2.9139	0		840	0	14.3979		7	0	0.12		39	0	0.6685		1067	0	18.2887		11	0	0.1885	
2016-07	黑龙江省	311	0.8114	2	0.0052	750	1	1.9567	0.0026	21	0	0.0548		23	0	0.06		1164	3	3.0368	0.0078	58	0	0.1513	
2011-12	新疆	1136	5.2072	1	0.0046	3758	2	17.226	0.0092	18	0	0.0825		332	0	1.5218		5332	3	24.441	0.0138	88	0	0.4034	
2007-04	西    藏	1	0.0356	0		32	0	1.1388						11	0	0.3915		45	0	1.6015		1	0	0.0356	
2006-12	山西省	245	0.7303	0		2465	2	7.3472	0.006	11	0	0.0328		52	0	0.155		2846	2	8.4829	0.006	73	0	0.2176	
2009-11	山西省	340	0.9969	0		3043	0	8.9222		7	0	0.0205		41	0	0.1202		3509	0	10.2885		78	0	0.2287	
2005-08	重庆市	59	0.2115	0		2876	1	10.3096	0.0036	5	0	0.0179		300	0	1.0754		3365	1	12.0625	0.0036	125	0	0.4481	
2014-04	内蒙古	670	2.6826	1	0.004	2071	2	8.2919	0.008	16	0	0.0641		16	0	0.0641		2779	3	11.1266	0.012	6	0	0.024	
2005-08	安徽省	52	0.0855	1	0.0016	2335	1	3.839	0.0016	38	0	0.0625		167	0	0.2746		2828	2	4.6496	0.0033	236	0	0.388	
2016-10	山东省	380	0.3882	0		4282	4	4.3741	0.0041	44	1	0.0449	0.001	19	0	0.0194		4794	5	4.8971	0.0051	68	0	0.0695	
2008-11	云南省	325	0.72	0		1392	1	3.0837	0.0022	41	0	0.0908		236	0	0.5228		2028	1	4.4927	0.0022	34	0	0.0753	
2009-11	贵州省	162	0.4276	0		2627	1	6.9337	0.0026	10	0	0.0264		180	0	0.4751		3060	1	8.0766	0.0026	81	0	0.2138	
2008-04	天津市	33	0.296	0		241	0	2.1614		25	0	0.2242		2	0	0.0179		321	0	2.8789		20	0	0.1794	
2006-10	浙江省	104	0.2123	0		3829	4	7.8175	0.0082	99	0	0.2021		182	0	0.3716		4702	4	9.5998	0.0082	488	0	0.9963	
2016-07	建设兵团	45	1.6466	0		188	0	6.8792		1	0	0.0366		4	0	0.1464		239	0	8.7454		1	0	0.0366	
2012-02	湖北省	566	0.983	1	0.0017	5996	4	10.4133	0.0069	205	0	0.356		78	0	0.1355		7063	5	12.2664	0.0087	218	0	0.3786	
2006-08	黑龙江省	315	0.8246	1	0.0026	2072	2	5.4241	0.0052	35	1	0.0916	0.0026	70	0	0.1832		2654	4	6.9477	0.0105	162	0	0.4241	
2010-11	天津市	33	0.2687	0		166	0	1.3516		3	0	0.0244		7	0	0.057		219	0	1.7832		10	0	0.0814	
2004-12	浙江省	88	0.1872	0		2416	1	5.1407	0.0021	64	0	0.1362		193	0	0.4107		3153	1	6.7089	0.0021	392	0	0.8341	
2006-05	宁    夏	19	0.3188	0		786	0	13.1879		1	0	0.0168		41	0	0.6879		861	0	14.4463		14	0	0.2349	
2005-01	江西省	62	0.1449	0		2875	7	6.7212	0.0164	29	0	0.0678		280	1	0.6546	0.0023	3509	8	8.2034	0.0187	263	0	0.6148	
2015-09	江西省	560	1.2329	0		3314	2	7.2961	0.0044	53	0	0.1167		25	1	0.055	0.0022	4039	3	8.8922	0.0066	87	0	0.1915	
2007-01	内蒙古	306	1.2766	0		2825	1	11.7855	0.0042	17	0	0.0709		73	0	0.3045		3285	2	13.7046	0.0083	64	1	0.267	0.0042
2007-01	广东省	625	0.6718	1	0.0011	9042	13	9.7184	0.014	148	1	0.1591	0.0011	162	0	0.1741		10297	15	11.0673	0.0161	320	0	0.3439	
2005-07	贵州省	41	0.1107	0		1664	2	4.494	0.0054	3	0	0.0081		356	0	0.9615		2147	3	5.7985	0.0081	83	1	0.2242	0.0027
